financial_year,year,bank_name,total_assets,investments,advances,fixed_assets,other_assets,capital,reserves_surplus,deposits,borrowings,other_liabilities_provisions,total_liabilities,interest_earned,other_income,total_income,interest_expended,operating_expenses,net_interest_income,provisions_contingencies,operating_profit,net_profit,crar,tier1_crar,tier2_crar,gross_npa_opening,gross_npa_additions,gross_npa_reduction,gross_npa_writeoff,gross_npa_closing,net_npa_opening,net_npa_closing,return_on_assets,return_on_equity,net_npa_to_net_advances,asset_growth,deposit_growth,advance_growth,calculated_nii,nii_difference,profit_growth
FY2020-21,2021,DBS BANK INDIA LIMITED,77242.6354,20972.9896,36972.7891,429.9684,9141.3856,6679.147,2168.1,51501.0448,9159.8518,,77242.6354,3373.3312,1021.2969,4394.6281,1795.8506,1719.0654,1577.4806,567.9219,879.7121,311.7902,15.13,12.34,2.79,507.5666,5229.9893,157.492,246.9084,5333.1555,89.6638,1045.4753,0.46,3.87,2.83,22.87191778977109,44.45440941491094,93.26430915064132,1577.4806,0.0,180.87790165541202
FY2021-22,2022,DBS BANK INDIA LIMITED,84361.6094,21565.5079,43898.0204,459.5798,8448.2431,7257.8894,2795.9293,48977.8971,17641.4361,,84361.6094,4315.3992,886.8706,5202.2698,2310.3677,2652.1829,2005.0315,73.1475,239.7192,166.5717,16.29,13.71,2.58,5333.1555,620.0254,1419.3804,,4533.8005,1045.4753,707.9814,0.2,1.762564,1.61,9.21637896368306,-4.899216530069306,18.73061640351066,2005.0315,0.0,-46.575710205131536
FY2022-23,2023,DBS BANK INDIA LIMITED,111502.7887,43070.8139,47159.5386,597.5529,12399.2802,7257.8894,3024.0706,61375.0902,27775.7207,,111502.7887,5734.8931,969.9033,6704.7964,3353.4481,2966.8751,2381.445,156.3319,384.4732,228.1413,14.99,12.55,2.44,4533.8005,490.1558,647.7679,1603.7675,2772.4209,732.616996,550.418696,0.22,2.243743,1.17,32.1724294889993,25.311811723333456,7.42976145685148,2381.445,0.0,36.962821415642644
FY2023-24,2024,DBS BANK INDIA LIMITED,130455.5067,55328.6412,52201.3474,597.5755,12649.4434,8105.1974,4473.6011,79438.4141,26991.3392,,130455.5067,7836.763,1547.170936,9383.933936,5119.6922,3552.624936,2717.0708,334.7783,711.6168,376.8385,15.75,13.3,2.45,2772.4209,585.9308,874.2273,691.4749,1792.6495,550.4187,125.1782,0.33,3.296815,0.24,16.9975282420896,29.431034384043954,10.690962951872486,2717.0707999999995,4.547473508864641e-13,65.17767716761497
FY2024-25,2025,DBS BANK INDIA LIMITED,139950.735,56169.0965,53972.7676,538.9265,15991.7712,8105.1974,5374.7522,83313.5287,27184.0909,,139950.735,9295.23,2036.8638,11332.0938,6177.0176,3857.1023,3118.2124,613.6616,1297.9739,684.3123,16.81,13.55,3.26,1792.6495,822.9323,476.6597,600.7796,1538.1425,125.1782,150.482607,0.53,5.252073,0.28,7.278518584758209,4.8781369113460205,3.393437695058421,3118.2123999999994,4.547473508864641e-13,81.5929901005338
FY2015-16,2016,DCB BANK LIMITED,19118.5231,4333.3307,12921.3868,248.0208,724.2204,284.4361,1507.7357,14925.9858,1147.896,1252.4695,19118.5231,1698.4635,220.4585,1918.922,1078.9627,490.9314,619.5008,154.5042,349.0279,194.5237,14.11,12.79,1.32,186.07,225.49,154.38,59.8,197.38,105.7,97.46,1.14,11.5077344886283,0.75,,,,619.5008,0.0,
FY2016-17,2017,DCB BANK LIMITED,24046.3786,5817.9442,15817.6325,488.5678,729.7719,285.3644,1919.5196,19289.2114,1275.8073,1276.4759,24046.3786,2076.1459,248.8485,2324.9944,1279.0592,627.7286,797.0867,218.5314,418.2066,199.6752,13.76,11.87,1.89,197.38,261.97,160.8,44.35,254.2,97.46,124.41,0.93,9.99111395942984,0.79,25.77529380394452,29.232411570430415,22.414356483779272,797.0867000000001,-1.1368683772161603e-13,2.6482634249708426
FY2017-18,2018,DCB BANK LIMITED,30222.0921,6218.9574,20336.6884,494.0176,800.444,308.0849,2499.747,24006.8628,1926.7105,1480.6869,30222.0921,2412.9851,310.2757,2723.2608,1417.5584,780.7316,995.4267,279.6282,524.9708,245.3426,16.47,12.72,3.75,254.2,348.91,201.84,32.24,369.03,124.41,146.72,0.94,9.78880929597466,0.72,25.682509631616647,24.457461231411457,28.569736336964446,995.4267,0.0,22.870842247810465
FY2018-19,2019,DCB BANK LIMITED,35791.8325,7844.0909,23567.9972,525.9832,1060.3856,309.5469,2806.0543,28435.1142,2723.2036,1517.9135,35791.8325,3041.488,350.1589,3391.6469,1892.1955,852.8513,1149.2925,321.234,646.6001,325.3661,16.81,13.1,3.71,369.03,420.47,283.23,66.79,439.48,146.72,153.77,0.99,10.9857271790577,0.65,18.429367436147803,18.44577293123031,15.889060875811033,1149.2924999999998,2.2737367544323206e-13,32.61704245410295
FY2019-20,2020,DCB BANK LIMITED,38505.1407,7741.5027,25345.2923,545.8728,1326.6029,310.4154,3111.7363,30369.9287,3407.9512,,38505.1407,3536.6329,391.092,3927.7249,2271.7186,902.9445,1264.9143,415.1257,753.0618,337.9361,17.75,13.9,3.85,439.479198,664.051841,351.779376,120.238367,631.513296,153.77,293.51,0.9,10.33798937,1.16,7.580802687317023,6.804314153238034,7.5411376067203495,1264.9143,0.0,3.863340403317994
FY2020-21,2021,DCB BANK LIMITED,39602.1289,8413.6927,25737.197,568.5098,1843.3874,310.5361,3448.0518,29703.8646,4482.2513,,39602.1289,3458.2144,445.8259,3904.0403,2171.5978,846.6272,1286.6166,550.0255,885.8153,335.7898,19.67,15.49,4.18,631.513296,686.158631,107.916306,126.319021,1083.4366,293.51,594.15,0.87,9.353,2.31,2.8489395962653985,-2.193169785084148,1.546262301342649,1286.6165999999998,2.2737367544323206e-13,-0.6351200715164818
FY2021-22,2022,DCB BANK LIMITED,44792.5614,9050.6537,29095.7812,661.1838,1894.1823,310.9765,3737.8478,34691.6866,4081.8396,,44792.5614,3512.765,452.0392,3964.8042,2155.2576,1012.5643,1357.5074,509.478,796.9823,287.5043,18.92,15.84,3.08,1083.4366,1771.9121,1476.9672,88.4468,1289.9347,594.15,573.2306,0.7,7.364906,1.97,13.106448173800068,16.791828494935967,13.049533715734473,1357.5074,0.0,-14.379680383382698
FY2022-23,2023,DCB BANK LIMITED,52365.8692,12582.4569,34378.0425,826.268,2210.6776,311.5017,4254.6118,41238.9076,4118.12,,52365.8692,4200.271,409.3904,4609.6614,2483.2658,1339.6619,1717.0052,321.1748,786.7337,465.5589,17.55,15.18,2.37,1289.9347,1698.4584,1703.5125,162.0429,1122.8377,573.2306,356.9195,0.97,10.808178,1.04,16.907512237065326,18.872593527926075,18.154732686813023,1717.0051999999996,4.547473508864641e-13,61.93110850863797
FY2023-24,2024,DCB BANK LIMITED,63036.9669,16210.8481,40924.5645,864.8834,1970.7837,312.8045,4758.4651,49353.0343,6219.475,,63036.9669,5362.0393,474.2371,5836.2764,3434.1407,1537.691,1927.8986,328.4702,864.4447,535.9745,16.59,14.53,2.06,1122.8377,1488.3881,1146.132,111.6278,1353.466,356.9195,454.3305,0.93,11.122822,1.11,20.37796347701988,19.675901162813545,19.042742180564808,1927.8986000000004,-4.547473508864641e-13,15.12496055815924
FY2024-25,2025,DCB BANK LIMITED,76809.7809,20149.9016,51046.9134,898.3981,2015.9772,314.2874,5376.3927,60030.9531,9115.1786,,76809.7809,6470.5853,750.5124,7221.0977,4364.0176,1820.0804,2106.5677,421.665,1036.9997,615.3347,16.77,14.3,2.47,1353.466,1523.9621,1203.2878,119.7094,1554.4309,454.3305,571.5502,0.89,11.435376,1.12,21.84878917453117,21.635789878880864,24.73416400069448,2106.5676999999996,4.547473508864641e-13,14.806711886479661
FY2015-16,2016,DENA BANK,133441.6391,35226.2182,82328.3348,1368.219,9140.9786,666.9343,6474.5416,117430.9603,6271.3255,2597.8774,133441.6391,10645.7339,716.7971,11362.531,8168.9885,2268.2459,2476.7454,1860.6155,925.2966,-935.3189,11.0,8.59,2.41,4393.04,6098.45,1171.34,759.66,8560.49,3014.3,5230.47,-1.02,-12.8287493472342,6.35,,,,2476.745399999999,9.094947017729282e-13,
FY2016-17,2017,DENA BANK,129530.5146,39737.2257,72574.6161,1577.0062,9377.3353,787.1499,6897.9899,113942.7674,5060.8767,2841.7307,129530.5146,10181.6729,1251.3985,11433.0714,7773.3129,2269.5453,2408.36,2253.838,1390.2132,-863.6248,11.39,9.05,2.34,8560.49,6767.37,1875.74,833.39,12618.73,5230.47,7735.12,-0.67,-11.6496551536033,10.66,-2.930962573885232,-2.970420143962671,-11.847341165948123,2408.3599999999997,4.547473508864641e-13,-7.665203814442323
FY2017-18,2018,DENA BANK,120859.7962,37609.5544,65581.5144,1557.3355,10153.9308,2259.0463,6943.7548,106130.1424,3561.0,1965.8527,120859.7962,8932.2247,1163.5209,10095.7456,6456.412,2468.1767,2475.8127,3094.3101,1171.1569,-1923.1532,11.09,8.81,2.28,12618.73,6008.47,1604.64,661.12,16361.44,7735.12,7838.78,-1.59,-22.7754610391845,11.95,-6.693958120042853,-6.856622125539147,-9.63574053270121,2475.8127000000004,-4.547473508864641e-13,122.68387846203584
FY2018-19,2019,DENA BANK,109100.3223,38522.5,51958.9656,1765.2154,8525.0224,2259.0463,813.7947,100651.8522,2455.0,2920.6291,109100.3223,8239.5461,972.2272,9211.7733,5767.3156,3246.7401,2472.2305,6536.4,197.7176,-6338.6824,2.0,,2.0,16361.44,5375.17,4296.21,4672.46,12767.94,7838.78,4166.97,-5.49,-103.272518836306,8.02,-9.729847533865021,-5.161860783482752,-20.77193386677877,2472.2304999999997,4.547473508864641e-13,229.59841160860194
FY2015-16,2016,DEUTSCHE BANK AG,69371.2648,13359.6649,43254.2662,137.7163,3346.5808,4497.1087,7120.8207,43708.785,8856.867,5187.6834,69371.2648,4957.4968,955.6976,5913.1944,2139.9982,1327.7798,2817.4986,1259.841,2445.4164,1185.5754,13.73,13.03,0.7,119.2981,138.6191,44.19,14.6028,199.1244,46.5815,110.4723,1.83,10.7533801583702,0.26,,,,2817.4986,0.0,
FY2016-17,2017,DEUTSCHE BANK AG,76068.5068,14074.3609,35091.6635,110.8079,14136.5254,4497.1087,7151.0672,38871.9082,9636.5369,15911.8858,76068.5068,5000.9042,1121.7588,6122.663,2312.4819,1384.9374,2688.4223,1438.7078,2425.2437,986.5359,15.38,14.73,0.65,199.1244,968.6485,157.0074,15.9927,994.7728,110.4723,327.6886,1.39,8.4804559016588,0.93,9.654201951353203,-11.066143339376755,-18.871208361870206,2688.4222999999997,4.547473508864641e-13,-16.78843032674261
FY2017-18,2018,DEUTSCHE BANK AG,78424.0018,19021.1528,39247.4563,109.2966,7607.1154,4734.1087,7171.3921,47358.4367,10758.3598,8401.7045,78424.0018,4741.182,975.0996,5716.2816,2081.2887,1672.6311,2659.8933,1052.3256,1962.3618,910.0362,15.22,14.63,0.59,994.7728,384.1361,325.1466,30.4463,1023.316,327.6886,304.9161,1.14,7.72733880651423,0.78,3.0965442849996805,21.832034734019047,11.84267824749885,2659.8932999999997,4.547473508864641e-13,-7.7543756897240135
FY2018-19,2019,DEUTSCHE BANK AG,106288.6039,25785.6672,48269.5715,123.8112,15858.7236,7588.1087,8370.5521,55540.8831,16725.2499,18063.8101,106288.6039,5676.2129,1214.7854,6890.9983,2542.1677,1862.0632,3134.0452,1287.6074,2486.7674,1199.16,16.03,15.37,0.66,1023.316,821.6081,251.6318,168.855,1424.4373,304.9161,694.6507,1.27,8.60718522390424,1.44,35.53070674850465,17.277695317168273,22.9877705475654,3134.0452000000005,-4.547473508864641e-13,31.770582313099194
FY2019-20,2020,DEUTSCHE BANK AG,121244.0419,33179.9673,51067.7596,113.8329,27002.6746,7588.1087,9401.4941,59909.5565,13973.6932,,121244.0419,6654.1712,731.8779,7386.0491,2876.0907,1995.9024,3778.0805,1483.114,2514.056,1030.942,14.93,14.11,0.82,1424.4373,815.6514,624.88,104.9334,1510.2753,694.6507,668.3155,0.95,6.257944349,1.31,14.070594072409293,7.865689481628002,5.79700215486687,3778.0804999999996,4.547473508864641e-13,-14.02798625704661
FY2020-21,2021,DEUTSCHE BANK AG,129429.9224,51767.7357,52437.7619,178.32,12198.4853,8443.1087,10928.1672,66223.5472,27654.9681,,129429.9224,6432.1541,1115.3705,7547.5246,2214.0827,2306.087,4218.0714,1500.6818,3027.3549,1526.6731,17.28,15.81,1.47,1510.2753,709.6128,277.9191,485.3513,1456.6177,668.3155,453.3866,1.3,8.397,0.86,6.7515734148417605,10.53920454243389,2.6827147122389094,4218.0714,0.0,48.08525600858245
FY2021-22,2022,DEUTSCHE BANK AG,147954.8614,57813.4872,57649.2925,207.992,11037.9016,8443.1087,12401.9118,79908.0246,32313.0753,,147954.8614,6836.2406,1545.417,8381.6576,2380.2394,2632.4239,4456.0012,1895.2497,3368.9943,1473.7446,16.18,14.73,1.45,1456.6177,3046.1726,1558.642,212.5437,2731.6046,453.3866,1304.5553,1.14,7.329092,2.26,14.312717381340256,20.664065847563062,9.938506929297475,4456.001200000001,-9.094947017729282e-13,-3.4669177049101108
FY2022-23,2023,DEUTSCHE BANK AG,131841.1378,46839.4459,57196.0856,190.0306,13147.6952,8443.1087,13868.8125,70069.682,19285.9155,,131841.1378,8517.8807,476.0739,8993.9546,3416.6874,2820.9894,5101.1933,1289.3771,2756.2778,1466.9007,15.41,14.14,1.27,2731.6046,903.0175,1786.795,99.857,1747.9701,1304.5553,520.3435,1.07,6.797983,0.91,-10.890972724739411,-12.312083359898251,-0.7861447735893812,5101.1933,0.0,-0.46438847002391315
FY2023-24,2024,DEUTSCHE BANK AG,145234.8022,59235.9258,60240.6721,210.6403,12723.3732,8443.1087,15845.6731,76993.4954,25109.2322,,145234.8022,9723.0885,1510.8234,11233.9119,3998.1407,3213.2211,5724.9478,2045.6895,4022.5501,1976.8606,16.26,14.53,1.73,1747.9701,782.2061,961.4554,806.9511,761.7697,520.3435,190.5002,1.34,8.484252,0.32,10.158941756341555,9.881325563886524,5.323067947852711,5724.9478,0.0,34.76444588239682
FY2024-25,2025,DEUTSCHE BANK AG,167292.1912,63051.6115,67420.5697,212.2934,18321.2082,13602.0289,19054.447,93186.603,16969.0523,,167292.1912,10358.5788,2056.5508,12415.1296,4145.6211,3182.1963,6212.9577,2017.2957,5087.3122,3070.0165,17.69,16.49,1.2,761.7697,1117.4695,976.2496,260.6005,642.3891,190.5002,187.3697,2.12,10.782343,0.28,15.187399070937001,21.031786537126095,11.918687739873324,6212.957699999999,9.094947017729282e-13,55.29757131079451
FY2015-16,2016,DHANLAXMI BANK LIMITED,12462.9826,3792.2357,6952.6817,178.9173,706.0147,177.4416,330.513,11353.7574,251.8459,349.4247,12462.9826,1204.2729,76.7267,1280.9996,899.5965,380.9029,304.6764,209.9524,0.5002,-209.4522,7.51,6.12,1.39,558.29,250.75,238.37,111.75,458.92,252.63,193.19,-1.61,-34.0072361832543,2.78,,,,304.67639999999994,5.684341886080802e-14,
FY2016-17,2017,DHANLAXMI BANK LIMITED,12333.1221,4194.149,6446.3496,214.2651,670.7794,209.8466,444.6354,11293.6779,145.2,239.7622,12333.1221,1089.0557,111.0189,1200.0746,757.4563,348.5462,331.5994,81.6943,94.0721,12.3778,10.26,9.01,1.25,458.92,154.76,109.12,188.96,315.6,193.19,166.48,0.1,2.12963012348372,2.58,-1.041969680676591,-0.529159624284381,-7.282543942720698,331.59939999999983,1.7053025658242404e-13,-105.90960610583227
FY2017-18,2018,DHANLAXMI BANK LIMITED,12286.4596,4364.6007,6110.4934,203.7571,736.0,253.0121,496.4509,10919.6596,392.1741,225.1629,12286.4596,1013.3158,102.4687,1115.7845,667.517,302.0877,345.7988,171.0543,146.1798,-24.8745,13.87,10.6,3.27,315.6,358.33,202.4,2.22,469.31,166.48,194.65,-0.2,-3.54351488128096,3.19,-0.3783510746236729,-3.311749310647505,-5.210021498058359,345.7987999999999,1.1368683772161603e-13,-300.96059073502556
FY2018-19,2019,DHANLAXMI BANK LIMITED,11798.889,4036.7001,6289.2819,202.0229,647.6046,253.0121,508.1199,10603.3206,200.4,234.0364,11798.889,971.4885,52.733,1024.2215,624.7152,304.5805,346.7733,83.2568,94.9258,11.669,13.75,10.57,3.18,469.31,142.69,112.94,3.22,495.84,194.65,151.71,0.1,1.54495414058699,2.41,-3.968357166127834,-2.8969675941180606,2.925925752575065,346.77330000000006,-5.684341886080802e-14,-146.91149570845644
FY2019-20,2020,DHANLAXMI BANK LIMITED,12265.0916,3682.4028,6496.0991,213.6998,743.5453,253.0121,573.8984,10904.0692,177.5,,12265.0916,987.5897,112.8499,1100.4396,614.4088,324.0594,373.1809,96.1929,161.9714,65.7785,14.41,10.69,3.72,495.84,167.59,158.956048,103.249713,401.224239,151.71,100.94,0.55,8.284224131,1.55,3.9512415109592247,2.83636241273324,3.2884072186365243,373.18089999999995,5.684341886080802e-14,463.702973690976
FY2020-21,2021,DHANLAXMI BANK LIMITED,13096.5067,4438.9692,6787.3984,224.9285,660.2377,253.0121,611.0865,11711.9041,150.0,,13096.5067,930.7467,122.2216,1052.9683,601.0965,366.039,329.6502,48.6447,85.8328,37.1881,14.47,11.31,3.16,401.222489,391.235188,121.512421,13.735256,657.21,100.943316,322.922381,0.29,4.398,4.76,6.778710890345074,7.408563584684513,4.484218844506227,329.65020000000004,-5.684341886080802e-14,-43.46465790493854
FY2021-22,2022,DHANLAXMI BANK LIMITED,13795.7636,4044.0582,8141.9836,221.0001,652.881,253.0121,646.9906,12402.8899,150.0,,13795.7636,916.6375,169.1181,1085.7556,554.3242,397.1328,362.3133,98.3945,134.2986,35.9041,12.98,10.31,2.67,657.206697,365.623194,406.475755,82.818105,533.536031,322.922381,232.162559,0.27,4.070526,2.85,5.339262721104099,5.899858759943233,19.95735508910159,362.3133,0.0,-3.4527174015343554
FY2022-23,2023,DHANLAXMI BANK LIMITED,15132.1325,3888.6427,9451.5216,257.5741,687.7672,253.0121,708.1385,13351.6494,492.3785,,15132.1325,1071.2371,74.517,1145.7541,595.4838,427.0666,475.7533,73.8412,123.2037,49.3625,12.32,10.55,1.77,533.536031,100.113073,117.766153,4.733582,511.149369,232.162559,109.200381,0.34,5.304507,1.16,9.686806317846731,7.649503524174639,16.083771035844396,475.7533000000001,-5.684341886080802e-14,37.48429845059478
FY2023-24,2024,DHANLAXMI BANK LIMITED,15961.8888,3942.3992,10102.1561,274.3353,668.3735,253.0121,776.7501,14290.3085,299.035,,15961.8888,1206.9906,152.5595,1359.5501,748.5389,541.7495,458.4517,11.4398,69.2617,57.8219,12.71,11.36,1.35,511.149369,152.242434,151.65038,90.530811,421.210612,109.200381,126.467609,0.38,5.808582,1.25,5.483406254868584,7.030285711366857,6.883912744800802,458.4517000000001,-5.684341886080802e-14,17.13730058242593
FY2024-25,2025,DHANLAXMI BANK LIMITED,17936.9373,3955.1519,11959.4899,281.5576,660.9148,394.6989,1000.5867,16013.4513,200.0,,17936.9373,1319.8772,169.2072,1489.0844,836.5919,557.3883,483.2853,28.4628,95.1042,66.6414,16.12,15.24,0.88,421.210612,152.262051,141.577034,67.783573,364.112056,126.467609,117.939209,0.41,5.49609,0.99,12.373526245841294,12.058121768329922,18.38551871119869,483.2852999999999,1.1368683772161603e-13,15.252871316923189
FY2015-16,2016,DOHA BANK Q.P.S.C.,725.2889,130.4647,343.3616,47.0565,33.9093,304.2002,13.2845,302.6788,94.753,10.3724,725.2889,31.0211,9.1834,40.2045,10.8353,25.8872,20.1858,-8.0444,3.482,11.5264,48.26,48.19,0.07,,,,,,,,2.64,3.70160439038849,,,,,20.1858,0.0,
FY2016-17,2017,DOHA BANK Q.P.S.C.,1154.6521,204.533,415.4715,48.7576,45.922,304.2002,3.737,819.5848,,27.1301,1154.6521,80.6794,5.4543,86.1337,56.4442,35.7105,24.2352,3.5265,-6.021,-9.5475,38.52,38.29,0.23,,9.3807,,,9.3807,,2.3452,-1.0,-3.05313900904334,0.56,59.19892059564127,170.77707457542445,21.001154468059326,24.2352,0.0,-182.83158661854523
FY2017-18,2018,DOHA BANK Q.P.S.C.,1145.2608,178.9182,651.2086,51.446,46.4011,304.2002,-7.7159,741.8093,86.4586,20.5086,1145.2608,60.2283,11.4261,71.6544,39.011,39.2884,21.2173,4.8079,-6.645,-11.4529,30.64,30.33,0.31,9.3807,,0.5,,8.8807,2.3452,,-1.11,-3.78970635558133,,-0.8133445563386577,-9.489622062293002,56.73965602935462,21.217299999999994,7.105427357601002e-15,19.95705682115738
FY2018-19,2019,DOHA BANK Q.P.S.C.,1507.8841,314.3721,960.8788,52.5347,54.0125,304.2002,11.8755,963.3399,206.4907,21.9778,1507.8841,80.9203,33.8473,114.7676,55.1169,44.2985,25.8034,0.6692,15.3522,14.683,30.47,29.81,0.66,8.8807,,,,8.8807,,,1.09,4.79397936528667,,31.662945243563744,29.863551184920432,47.5531496359231,25.803399999999996,3.552713678800501e-15,-228.20333714605033
FY2019-20,2020,DOHA BANK Q.P.S.C.,1674.5171,259.0601,976.3068,47.9909,53.3678,304.2002,16.5783,1319.3155,6.5,,1674.5171,96.0643,19.5649,115.6292,67.1033,44.0856,28.961,-0.4521,4.4403,4.8924,26.87,26.06,0.81,8.8807,,,,8.8807,,,0.32,1.536427019,,11.050783014423992,36.95223254014497,1.605613527949612,28.961,0.0,-66.67983382142614
FY2020-21,2021,DOHA BANK Q.P.S.C.,1538.08,286.8434,692.8226,44.0699,64.4912,304.2002,8.3772,1193.4262,,,1538.08,82.0897,16.1144,98.2041,59.9994,43.1567,22.0903,3.0604,-4.952,-8.0124,31.54,30.74,0.8,8.8807,17.6189,,,26.4996,,13.9199,-0.49,-2.53,2.01,-8.147847519741669,-9.542016295571443,-29.036384874098996,22.090299999999992,7.105427357601002e-15,-263.77238165317635
FY2021-22,2022,DOHA BANK Q.P.S.C.,1281.9937,267.429,736.6696,45.0787,61.2157,304.2002,4.4822,938.7347,,,1281.9937,65.8336,17.227,83.0606,36.7697,41.5282,29.0639,4.1106,4.7627,0.6521,28.26,27.4,0.86,26.4996,,,,26.4996,13.9199,8.8095,0.05,0.209928,1.18,-16.64973863518152,-21.341202329896902,6.328748513688787,29.063900000000004,-3.552713678800501e-15,-108.13863511557086
FY2022-23,2023,DOHA BANK Q.P.S.C.,1199.9295,358.3528,606.5837,41.8916,67.5941,304.2002,48.2708,787.4233,25.6842,,1199.9295,72.2274,45.1984,117.4258,29.2536,41.4997,42.9738,11.3116,46.6725,35.3609,29.34,28.36,0.98,26.4996,,,,26.4996,8.8095,,2.86,10.696731,,-6.401295107768467,-16.118654184190696,-17.65864914203056,42.973800000000004,-7.105427357601002e-15,5322.619230179421
FY2023-24,2024,DOHA BANK Q.P.S.C.,1317.7511,411.9566,681.3769,37.2768,65.7383,304.2002,76.5914,879.4533,24.9769,,1317.7511,85.0589,16.1997,101.2586,42.4713,36.6135,42.5876,-6.5301,22.1738,28.7039,40.0,39.06,0.94,26.4996,9.3734,9.3132,17.1864,9.3734,,5.4636,2.23,7.829092,0.8,9.819043535474382,11.687487530531548,12.330235711905857,42.587599999999995,7.105427357601002e-15,-18.825878300608867
FY2024-25,2025,DOHA BANK Q.P.S.C.,1607.75,371.1027,856.2074,35.3763,76.4011,304.2002,91.6806,1037.0294,140.8946,,1607.75,101.8787,11.1252,113.0039,59.9009,36.2056,41.9778,3.681,16.8974,13.2164,41.43,40.35,1.08,9.3734,,,,9.3734,5.4636,4.3376,0.89,3.40334,0.51,22.007107412014303,17.917506250758276,25.658413133759005,41.977799999999995,7.105427357601002e-15,-53.95608262291884
FY2017-18,2018,EMIRATES NBD BANK (P.J.S.C.),1057.0255,296.6988,578.2725,32.9597,31.0359,654.0758,-17.1707,91.3461,296.7303,32.044,1057.0255,32.2141,0.5572,32.7713,1.5033,45.145,30.7108,3.2937,-13.877,-17.1707,125.89,125.42,0.47,,,,,,,,-2.21,-2.69595894270591,,,,,30.710800000000003,-3.552713678800501e-15,
FY2018-19,2019,EMIRATES NBD BANK (P.J.S.C.),1740.3527,658.5623,889.2205,35.9227,36.6943,686.1976,-10.549,504.7982,531.453,28.4529,1740.3527,93.4254,7.7297,101.1551,35.8174,58.4155,57.608,0.3005,6.9222,6.6217,63.07,62.39,0.68,,,,,,,,0.43,1.00897967069843,,64.64623606526048,452.62151312426033,53.7718809038991,57.608,0.0,-138.56394905274684
FY2019-20,2020,EMIRATES NBD BANK (P.J.S.C.),2879.7112,1003.9778,1478.1706,25.5204,67.9251,1397.7426,8.3072,801.9768,619.1687,,2879.7112,144.5508,17.9449,162.4957,60.8196,69.3845,83.7312,13.4354,32.2916,18.8562,86.05,84.68,1.37,,,,,,,,0.82,1.811616899,,65.4671033061287,58.870772518602486,66.2321775082783,83.7312,0.0,184.7637313680777
FY2020-21,2021,EMIRATES NBD BANK (P.J.S.C.),3243.6423,974.9843,1583.9652,15.1925,102.8378,1397.7426,41.6041,1594.667,161.5543,,3243.6423,153.4343,32.5197,185.954,52.5306,70.547,100.9037,29.5795,62.8764,33.2969,79.47,77.9,1.57,,,,,,,,1.12,2.34,,12.637763814649183,98.84203632823292,7.15713057748546,100.90370000000001,-1.4210854715202004e-14,76.5832988619128
